year;month;residuo;lote;nombreDistrito;toneladas
2021;septiembre;RESTO;DOS;Salamanca;2395.84
2021;septiembre;RESTO;DOS;Chamartín;2154.86
2021;septiembre;RESTO;DOS;Moratalaz;1220.96
2021;septiembre;RESTO;DOS;Ciudad Lineal;3094.06
2021;septiembre;RESTO;DOS;Hortaleza;3017.88
2021;septiembre;RESTO;DOS;Vicálvaro;1753.58
2021;septiembre;RESTO;DOS;San Blas - Canillejas;2426.06
2021;septiembre;RESTO;DOS;Barajas;821.94
2021;septiembre;ENVASES;DOS;Retiro;262.8
2021;septiembre;ENVASES;DOS;Salamanca;347.64
2021;septiembre;ENVASES;DOS;Chamartín;361.22
2021;septiembre;ENVASES;DOS;Moratalaz;232.38
2021;septiembre;ENVASES;DOS;Ciudad Lineal;603.72
2021;septiembre;ENVASES;DOS;Hortaleza;573.5
2021;septiembre;ENVASES;DOS;Vicálvaro;265.5
2021;septiembre;ENVASES;DOS;San Blas - Canillejas;461.7
2021;septiembre;ENVASES;DOS;Barajas;135.54
2021;septiembre;VIDRIO;DOS;Retiro;275.9
2021;septiembre;VIDRIO;DOS;Salamanca;169.16
2021;septiembre;VIDRIO;DOS;Chamartín;292.94
2021;septiembre;VIDRIO;DOS;Moratalaz;203.64
2021;septiembre;VIDRIO;DOS;Ciudad Lineal;162.62
2021;septiembre;VIDRIO;DOS;Hortaleza;123.36
2021;septiembre;VIDRIO;DOS;Vicálvaro;177.06
2021;septiembre;VIDRIO;DOS;San Blas - Canillejas;162.0
2021;septiembre;VIDRIO;DOS;Barajas;100.9
2021;septiembre;VIDRIO_COMERCIAL;DOS;Salamanca;55.14
2021;septiembre;ENVASES;DOS;Retiro;169.96
2021;septiembre;ENVASES;DOS;Salamanca;108.5
2021;septiembre;ENVASES;DOS;Ciudad Lineal;112.08
2021;septiembre;ORGANICA;DOS;Retiro;651.36
2021;septiembre;ORGANICA;DOS;Salamanca;869.06
2021;septiembre;ORGANICA;DOS;Chamartín;881.26
2021;septiembre;ORGANICA;DOS;Moratalaz;454.06
2021;septiembre;ORGANICA;DOS;Ciudad Lineal;1076.8
2021;septiembre;ORGANICA;DOS;Hortaleza;916.1
2021;septiembre;ORGANICA;DOS;Vicálvaro;122.88
2021;septiembre;ORGANICA;DOS;San Blas - Canillejas;793.7
2021;septiembre;ORGANICA;DOS;Barajas;342.26
2021;septiembre;ENVASES;DOS;Retiro;258.98
2021;septiembre;ENVASES;DOS;Salamanca;409.99
2021;septiembre;ENVASES;DOS;Chamartín;308.75
2021;septiembre;ENVASES;DOS;Moratalaz;82.87
2021;septiembre;ENVASES;DOS;Ciudad Lineal;417.69
2021;septiembre;ENVASES;DOS;Hortaleza;270.62
2021;septiembre;ENVASES;DOS;Vicálvaro;97.07
2021;septiembre;ENVASES;DOS;San Blas - Canillejas;320.71
2021;septiembre;ENVASES;DOS;Barajas;65.39
2021;septiembre;CARTON_COMERCIAL;DOS;Retiro;33.14
2021;septiembre;CARTON_COMERCIAL;DOS;Salamanca;139.08
2021;septiembre;CARTON_COMERCIAL;DOS;Chamartín;43.44
2021;septiembre;CARTON_COMERCIAL;DOS;Ciudad Lineal;48.39
2021;septiembre;CARTON_COMERCIAL;DOS;Hortaleza;55.01
2021;septiembre;CARTON_COMERCIAL;DOS;Vicálvaro;15.92
2021;septiembre;CARTON_COMERCIAL;DOS;San Blas - Canillejas;54.36
2021;septiembre;CARTON_COMERCIAL;DOS;Barajas;4.55
2021;septiembre;RCD;DOS;Retiro;51.08
2021;septiembre;RCD;DOS;Salamanca;91.91
2021;septiembre;RCD;DOS;Chamartín;150.645
2021;septiembre;RCD;DOS;Moratalaz;45.57
2021;septiembre;RCD;DOS;Ciudad Lineal;43.4
2021;septiembre;RCD;DOS;Hortaleza;31.0
2021;septiembre;RCD;DOS;Vicálvaro;22.72
2021;septiembre;RCD;DOS;San Blas - Canillejas;21.1
2021;septiembre;RCD;DOS;Barajas;50.68
2021;septiembre;PUNTOS_LIMPIOS;DOS;Retiro;6.52
2021;septiembre;PUNTOS_LIMPIOS;DOS;Chamartín;124.52
2021;septiembre;PUNTOS_LIMPIOS;DOS;Moratalaz;53.82
2021;septiembre;PUNTOS_LIMPIOS;DOS;Ciudad Lineal;65.8
2021;septiembre;PUNTOS_LIMPIOS;DOS;Hortaleza;75.34
2021;septiembre;PUNTOS_LIMPIOS;DOS;Vicálvaro;24.3
2021;septiembre;PUNTOS_LIMPIOS;DOS;San Blas - Canillejas;88.18
2021;septiembre;PUNTOS_LIMPIOS;DOS;Barajas;35.5
2021;septiembre;RESTO;TRES;Arganzuela;1865.28
2021;septiembre;RESTO;TRES;Carabanchel;4257.02
2021;septiembre;RESTO;TRES;Usera;2086.62
2021;septiembre;RESTO;TRES;Puente de Vallecas;3999.84
2021;septiembre;RESTO;TRES;Villaverde;2497.64
2021;septiembre;RESTO;TRES;Villa de Vallecas;2938.72
2021;septiembre;ENVASES;TRES;Arganzuela;335.56
2021;septiembre;ENVASES;TRES;Carabanchel;762.06
2021;septiembre;ENVASES;TRES;Usera;401.82
2021;septiembre;ENVASES;TRES;Puente de Vallecas;792.82
2021;septiembre;ENVASES;TRES;Villaverde;515.84
2021;septiembre;ENVASES;TRES;Villa de Vallecas;321.1
2021;septiembre;VIDRIO;TRES;Arganzuela;202.48
2021;septiembre;VIDRIO;TRES;Carabanchel;218.84
2021;septiembre;VIDRIO;TRES;Usera;107.46
2021;septiembre;VIDRIO;TRES;Puente de Vallecas;245.52
2021;septiembre;VIDRIO;TRES;Villaverde;115.16
2021;septiembre;VIDRIO;TRES;Villa de Vallecas;74.54
2021;septiembre;VIDRIO_COMERCIAL;TRES;Puente de Vallecas;2.0
2021;septiembre;ENVASES;TRES;Usera;145.6
2021;septiembre;ENVASES;TRES;Puente de Vallecas;36.56
2021;septiembre;ORGANICA;TRES;Arganzuela;633.16
2021;septiembre;ORGANICA;TRES;Carabanchel;1163.04
2021;septiembre;ORGANICA;TRES;Usera;553.66
2021;septiembre;ORGANICA;TRES;Puente de Vallecas;931.96
2021;septiembre;ORGANICA;TRES;Villaverde;714.72
2021;septiembre;ORGANICA;TRES;Villa de Vallecas;1429.06
2021;septiembre;ENVASES;TRES;Arganzuela;361.445
2021;septiembre;ENVASES;TRES;Carabanchel;323.68
2021;septiembre;ENVASES;TRES;Usera;149.46
2021;septiembre;ENVASES;TRES;Puente de Vallecas;249.04
2021;septiembre;ENVASES;TRES;Villaverde;167.66
2021;septiembre;ENVASES;TRES;Villa de Vallecas;156.24
2021;septiembre;CARTON_COMERCIAL;TRES;Arganzuela;25.2
2021;septiembre;CARTON_COMERCIAL;TRES;Carabanchel;26.26
2021;septiembre;CARTON_COMERCIAL;TRES;Usera;15.68
2021;septiembre;CARTON_COMERCIAL;TRES;Puente de Vallecas;19.38
2021;septiembre;CARTON_COMERCIAL;TRES;Villaverde;9.66
2021;septiembre;RCD;TRES;Arganzuela;49.19
2021;septiembre;RCD;TRES;Carabanchel;53.78
2021;septiembre;RCD;TRES;Usera;51.09
2021;septiembre;RCD;TRES;Puente de Vallecas;40.98
2021;septiembre;RCD;TRES;Villaverde;52.19
2021;septiembre;RCD;TRES;Villa de Vallecas;115.27
2021;septiembre;PUNTOS_LIMPIOS;TRES;Arganzuela;75.62
2021;septiembre;PUNTOS_LIMPIOS;TRES;Carabanchel;40.14
2021;septiembre;PUNTOS_LIMPIOS;TRES;Usera;32.42
2021;septiembre;PUNTOS_LIMPIOS;TRES;Puente de Vallecas;42.12
2021;septiembre;PUNTOS_LIMPIOS;TRES;Villaverde;46.96
2021;septiembre;PUNTOS_LIMPIOS;TRES;Villa de Vallecas;63.26
2021;septiembre;ANIMALES_MUERTOS;TRES;Sin Distrito;7.62
2021;septiembre;PILAS;TRES;Sin Distrito;6.1
2021;septiembre;ENVASES;TRES;Villa de Vallecas;0.18
2021;octubre;RESTO;UNO;Centro;4433.98
2021;octubre;RESTO;UNO;Tetuán;2668.12
2021;octubre;RESTO;UNO;Chamberí;2361.56
2021;octubre;RESTO;UNO;Fuencarral - El Pardo;3537.66
2021;octubre;RESTO;UNO;Moncloa - Aravaca;2674.3
2021;octubre;RESTO;UNO;Latina;3508.02
2021;octubre;ENVASES;UNO;Centro;256.12
2021;octubre;ENVASES;UNO;Tetuán;386.64
2021;octubre;ENVASES;UNO;Chamberí;345.64
2021;octubre;ENVASES;UNO;Fuencarral - El Pardo;690.92
2021;octubre;ENVASES;UNO;Moncloa - Aravaca;338.46
2021;octubre;ENVASES;UNO;Latina;611.84
2021;octubre;VIDRIO;UNO;Centro;700.36
2021;octubre;VIDRIO;UNO;Tetuán;314.54
2021;octubre;VIDRIO;UNO;Chamberí;253.6
2021;octubre;VIDRIO;UNO;Fuencarral - El Pardo;397.38
2021;octubre;VIDRIO;UNO;Moncloa - Aravaca;170.82
2021;octubre;VIDRIO;UNO;Latina;188.2
2021;octubre;VIDRIO_COMERCIAL;UNO;Centro;64.88
2021;octubre;ENVASES;UNO;Centro;177.72
2021;octubre;ENVASES;UNO;Tetuán;15.6
2021;octubre;ENVASES;UNO;Fuencarral - El Pardo;320.76
2021;octubre;ENVASES;UNO;Moncloa - Aravaca;253.54
2021;octubre;ENVASES;UNO;Latina;20.32
2021;octubre;ORGANICA;UNO;Centro;945.14
2021;octubre;ORGANICA;UNO;Tetuán;787.14
2021;octubre;ORGANICA;UNO;Chamberí;892.52
2021;octubre;ORGANICA;UNO;Fuencarral - El Pardo;1544.2
2021;octubre;ORGANICA;UNO;Moncloa - Aravaca;967.66
2021;octubre;ORGANICA;UNO;Latina;1266.58
2021;octubre;ENVASES;UNO;Centro;422.14
2021;octubre;ENVASES;UNO;Tetuán;351.54
2021;octubre;ENVASES;UNO;Chamberí;310.9
2021;octubre;ENVASES;UNO;Fuencarral - El Pardo;639.95
2021;octubre;ENVASES;UNO;Moncloa - Aravaca;292.41
2021;octubre;ENVASES;UNO;Latina;308.24
2021;octubre;CARTON_COMERCIAL;UNO;Centro;128.62
2021;octubre;CARTON_COMERCIAL;UNO;Tetuán;58.08
2021;octubre;CARTON_COMERCIAL;UNO;Chamberí;73.2
2021;octubre;CARTON_COMERCIAL;UNO;Fuencarral - El Pardo;1.86
2021;octubre;CARTON_COMERCIAL;UNO;Moncloa - Aravaca;6.04
2021;octubre;CARTON_COMERCIAL;UNO;Latina;4.18
2021;octubre;RCD;UNO;Centro;156.785
2021;octubre;RCD;UNO;Tetuán;44.765
2021;octubre;RCD;UNO;Chamberí;53.85
2021;octubre;RCD;UNO;Fuencarral - El Pardo;114.54
2021;octubre;RCD;UNO;Moncloa - Aravaca;91.88
2021;octubre;RCD;UNO;Latina;65.185
2021;octubre;PUNTOS_LIMPIOS;UNO;Fuencarral - El Pardo;144.16
2021;octubre;PUNTOS_LIMPIOS;UNO;Moncloa - Aravaca;87.5
2021;octubre;PUNTOS_LIMPIOS;UNO;Latina;135.78
2021;octubre;ENVASES;UNO;Fuencarral - El Pardo;0.18
2021;octubre;ENVASES;UNO;Latina;0.18
2021;octubre;CAMA_CABALLO;UNO;Moncloa - Aravaca;43.525
2021;octubre;RESTO;DOS;Retiro;1549.06
2021;octubre;RESTO;DOS;Salamanca;2584.82
2021;octubre;RESTO;DOS;Chamartín;2266.32
2021;octubre;RESTO;DOS;Moratalaz;1262.74
2021;octubre;RESTO;DOS;Ciudad Lineal;3183.86
2021;octubre;RESTO;DOS;Hortaleza;3010.42
2021;octubre;RESTO;DOS;Vicálvaro;1625.04
2021;octubre;RESTO;DOS;San Blas - Canillejas;2517.78
2021;octubre;RESTO;DOS;Barajas;841.96
2021;octubre;ENVASES;DOS;Retiro;274.62
2021;octubre;ENVASES;DOS;Salamanca;359.42
2021;octubre;ENVASES;DOS;Chamartín;366.58
2021;octubre;ENVASES;DOS;Moratalaz;239.32
2021;octubre;ENVASES;DOS;Ciudad Lineal;625.78
2021;octubre;ENVASES;DOS;Hortaleza;576.12
2021;octubre;ENVASES;DOS;Vicálvaro;267.62
2021;octubre;ENVASES;DOS;San Blas - Canillejas;482.84
2021;octubre;ENVASES;DOS;Barajas;135.24
2021;octubre;VIDRIO;DOS;Retiro;321.04
2021;octubre;VIDRIO;DOS;Salamanca;313.54
2021;octubre;VIDRIO;DOS;Chamartín;335.28
2021;octubre;VIDRIO;DOS;Moratalaz;199.74
2021;octubre;VIDRIO;DOS;Ciudad Lineal;191.96
2021;octubre;VIDRIO;DOS;Hortaleza;189.5
2021;octubre;VIDRIO;DOS;Vicálvaro;166.34
2021;octubre;VIDRIO;DOS;San Blas - Canillejas;162.38
2021;octubre;VIDRIO;DOS;Barajas;120.96
2021;octubre;VIDRIO_COMERCIAL;DOS;Salamanca;69.84
2021;octubre;ENVASES;DOS;Retiro;179.38
2021;octubre;ENVASES;DOS;Salamanca;118.7
2021;octubre;ENVASES;DOS;Ciudad Lineal;124.34
2021;octubre;ORGANICA;DOS;Retiro;708.96
2021;octubre;ORGANICA;DOS;Salamanca;963.54
2021;octubre;ORGANICA;DOS;Chamartín;945.92
2021;octubre;ORGANICA;DOS;Moratalaz;459.44
2021;octubre;ORGANICA;DOS;Ciudad Lineal;1121.12
2021;octubre;ORGANICA;DOS;Hortaleza;856.88
2021;octubre;ORGANICA;DOS;Vicálvaro;119.34
2021;octubre;ORGANICA;DOS;San Blas - Canillejas;806.18
2021;octubre;ORGANICA;DOS;Barajas;420.34
2021;octubre;ENVASES;DOS;Retiro;272.03
2021;octubre;ENVASES;DOS;Salamanca;429.38
2021;octubre;ENVASES;DOS;Chamartín;288.55
2021;octubre;ENVASES;DOS;Moratalaz;98.27
2021;octubre;ENVASES;DOS;Ciudad Lineal;409.04
2021;octubre;ENVASES;DOS;Hortaleza;254.58
2021;octubre;ENVASES;DOS;Vicálvaro;78.76
2021;octubre;ENVASES;DOS;San Blas - Canillejas;311.65
2021;octubre;ENVASES;DOS;Barajas;44.76
2021;octubre;CARTON_COMERCIAL;DOS;Retiro;57.98
2021;octubre;CARTON_COMERCIAL;DOS;Salamanca;148.54
2021;octubre;CARTON_COMERCIAL;DOS;Chamartín;39.9
2021;octubre;CARTON_COMERCIAL;DOS;Moratalaz;8.75
2021;octubre;CARTON_COMERCIAL;DOS;Ciudad Lineal;45.82
2021;octubre;CARTON_COMERCIAL;DOS;Hortaleza;42.78
2021;octubre;CARTON_COMERCIAL;DOS;Vicálvaro;4.36
2021;octubre;CARTON_COMERCIAL;DOS;San Blas - Canillejas;42.91
2021;octubre;CARTON_COMERCIAL;DOS;Barajas;4.75
2021;octubre;RCD;DOS;Retiro;68.96
2021;octubre;RCD;DOS;Salamanca;48.38
2021;octubre;RCD;DOS;Chamartín;48.46
2021;octubre;RCD;DOS;Moratalaz;56.8
2021;octubre;RCD;DOS;Ciudad Lineal;87.525
2021;octubre;RCD;DOS;Hortaleza;73.495
2021;octubre;RCD;DOS;Vicálvaro;27.66
2021;octubre;RCD;DOS;San Blas - Canillejas;31.74
2021;octubre;RCD;DOS;Barajas;31.06
2021;octubre;PUNTOS_LIMPIOS;DOS;Retiro;2.62
2021;octubre;PUNTOS_LIMPIOS;DOS;Chamartín;107.76
2021;octubre;PUNTOS_LIMPIOS;DOS;Moratalaz;45.98
2021;octubre;PUNTOS_LIMPIOS;DOS;Ciudad Lineal;74.82
2021;octubre;PUNTOS_LIMPIOS;DOS;Hortaleza;70.16
2021;octubre;PUNTOS_LIMPIOS;DOS;Vicálvaro;23.7
2021;octubre;PUNTOS_LIMPIOS;DOS;San Blas - Canillejas;69.48
2021;octubre;PUNTOS_LIMPIOS;DOS;Barajas;32.72
2021;octubre;RESTO;TRES;Arganzuela;1961.38
2021;octubre;RESTO;TRES;Carabanchel;4388.5
2021;octubre;RESTO;TRES;Usera;2144.06
2021;octubre;RESTO;TRES;Puente de Vallecas;4040.72
2021;octubre;RESTO;TRES;Villaverde;2575.2
2021;octubre;RESTO;TRES;Villa de Vallecas;2846.02
2021;octubre;ENVASES;TRES;Arganzuela;334.62
2021;octubre;ENVASES;TRES;Carabanchel;771.6
2021;octubre;ENVASES;TRES;Usera;416.08
2021;octubre;ENVASES;TRES;Puente de Vallecas;821.24
2021;octubre;ENVASES;TRES;Villaverde;512.14
2021;octubre;ENVASES;TRES;Villa de Vallecas;321.76
2021;octubre;VIDRIO;TRES;Arganzuela;256.18
2021;octubre;VIDRIO;TRES;Carabanchel;292.8
2021;octubre;VIDRIO;TRES;Usera;104.58
2021;octubre;VIDRIO;TRES;Puente de Vallecas;208.84
2021;octubre;VIDRIO;TRES;Villaverde;123.52
2021;octubre;VIDRIO;TRES;Villa de Vallecas;85.36
2021;octubre;VIDRIO_COMERCIAL;TRES;Puente de Vallecas;11.7
2021;octubre;ENVASES;TRES;Usera;159.78
2021;octubre;ENVASES;TRES;Puente de Vallecas;37.46
2021;octubre;ORGANICA;TRES;Arganzuela;677.82
2021;octubre;ORGANICA;TRES;Carabanchel;1182.24
2021;octubre;ORGANICA;TRES;Usera;553.82
2021;octubre;ORGANICA;TRES;Puente de Vallecas;959.8
2021;octubre;ORGANICA;TRES;Villaverde;723.42
2021;octubre;ORGANICA;TRES;Villa de Vallecas;1319.7
2021;octubre;ENVASES;TRES;Arganzuela;362.96
2021;octubre;ENVASES;TRES;Carabanchel;297.98
2021;octubre;ENVASES;TRES;Usera;132.84
2021;octubre;ENVASES;TRES;Puente de Vallecas;259.06
2021;octubre;ENVASES;TRES;Villaverde;154.88
2021;octubre;ENVASES;TRES;Villa de Vallecas;141.58
2021;octubre;CARTON_COMERCIAL;TRES;Arganzuela;25.6
2021;octubre;CARTON_COMERCIAL;TRES;Carabanchel;28.86
2021;octubre;CARTON_COMERCIAL;TRES;Usera;15.16
2021;octubre;CARTON_COMERCIAL;TRES;Puente de Vallecas;21.18
2021;octubre;CARTON_COMERCIAL;TRES;Villaverde;9.3
2021;octubre;RCD;TRES;Arganzuela;42.08
2021;octubre;RCD;TRES;Carabanchel;53.49
2021;octubre;RCD;TRES;Usera;44.96
2021;octubre;RCD;TRES;Puente de Vallecas;40.57
2021;octubre;RCD;TRES;Villaverde;43.57
2021;octubre;RCD;TRES;Villa de Vallecas;95.53
2021;octubre;PUNTOS_LIMPIOS;TRES;Arganzuela;63.14
2021;octubre;PUNTOS_LIMPIOS;TRES;Carabanchel;42.22
2021;octubre;PUNTOS_LIMPIOS;TRES;Usera;32.12
2021;octubre;PUNTOS_LIMPIOS;TRES;Puente de Vallecas;32.94
2021;octubre;PUNTOS_LIMPIOS;TRES;Villaverde;47.7
2021;octubre;PUNTOS_LIMPIOS;TRES;Villa de Vallecas;84.0
2021;octubre;ANIMALES_MUERTOS;TRES;Sin Distrito;9.48
2021;octubre;PILAS;TRES;Sin Distrito;6.37
2021;noviembre;RESTO;UNO;Centro;4438.98
2021;noviembre;RESTO;UNO;Tetuán;2592.96
2021;noviembre;RESTO;UNO;Chamberí;2312.24
2021;noviembre;RESTO;UNO;Fuencarral - El Pardo;3501.52
2021;noviembre;RESTO;UNO;Moncloa - Aravaca;2689.46
2021;noviembre;RESTO;UNO;Latina;3453.78
2021;noviembre;ENVASES;UNO;Centro;242.68
2021;noviembre;ENVASES;UNO;Tetuán;346.88
2021;noviembre;ENVASES;UNO;Chamberí;368.9
2021;noviembre;ENVASES;UNO;Fuencarral - El Pardo;676.36
2021;noviembre;ENVASES;UNO;Moncloa - Aravaca;325.82
2021;noviembre;ENVASES;UNO;Latina;611.56
2021;noviembre;VIDRIO;UNO;Centro;744.16
2021;noviembre;VIDRIO;UNO;Tetuán;379.3
2021;noviembre;VIDRIO;UNO;Chamberí;249.88
2021;noviembre;VIDRIO;UNO;Fuencarral - El Pardo;419.08
2021;noviembre;VIDRIO;UNO;Moncloa - Aravaca;171.44
2021;noviembre;VIDRIO;UNO;Latina;195.0
2021;noviembre;VIDRIO_COMERCIAL;UNO;Centro;69.28
2021;noviembre;ENVASES;UNO;Centro;182.36
2021;noviembre;ENVASES;UNO;Tetuán;13.12
2021;noviembre;ENVASES;UNO;Fuencarral - El Pardo;324.92
2021;noviembre;ENVASES;UNO;Moncloa - Aravaca;241.0
2021;noviembre;ENVASES;UNO;Latina;21.34
2021;noviembre;ORGANICA;UNO;Centro;959.4
2021;noviembre;ORGANICA;UNO;Tetuán;764.5
2021;noviembre;ORGANICA;UNO;Chamberí;876.1
2021;noviembre;ORGANICA;UNO;Fuencarral - El Pardo;1551.16
2021;noviembre;ORGANICA;UNO;Moncloa - Aravaca;1014.24
2021;noviembre;ORGANICA;UNO;Latina;1263.26
2021;noviembre;ENVASES;UNO;Centro;400.85
2021;noviembre;ENVASES;UNO;Tetuán;350.28
2021;noviembre;ENVASES;UNO;Chamberí;277.72
2021;noviembre;ENVASES;UNO;Fuencarral - El Pardo;661.55
2021;noviembre;ENVASES;UNO;Moncloa - Aravaca;259.94
2021;noviembre;ENVASES;UNO;Latina;306.28
2021;noviembre;CARTON_COMERCIAL;UNO;Centro;139.06
2021;noviembre;CARTON_COMERCIAL;UNO;Tetuán;57.62
2021;noviembre;CARTON_COMERCIAL;UNO;Chamberí;70.54
2021;noviembre;CARTON_COMERCIAL;UNO;Fuencarral - El Pardo;5.0
2021;noviembre;CARTON_COMERCIAL;UNO;Moncloa - Aravaca;2.14
2021;noviembre;CARTON_COMERCIAL;UNO;Latina;2.92
2021;noviembre;RCD;UNO;Centro;116.72
2021;noviembre;RCD;UNO;Tetuán;58.875
2021;noviembre;RCD;UNO;Chamberí;56.155
2021;noviembre;RCD;UNO;Fuencarral - El Pardo;107.59
2021;noviembre;RCD;UNO;Moncloa - Aravaca;90.99
2021;noviembre;RCD;UNO;Latina;90.17
2021;noviembre;PUNTOS_LIMPIOS;UNO;Fuencarral - El Pardo;122.62
2021;noviembre;PUNTOS_LIMPIOS;UNO;Moncloa - Aravaca;82.96
2021;noviembre;PUNTOS_LIMPIOS;UNO;Latina;124.14
2021;noviembre;CAMA_CABALLO;UNO;Moncloa - Aravaca;47.93
2021;noviembre;RESTO;DOS;Retiro;1587.6
2021;noviembre;RESTO;DOS;Salamanca;2509.94
2021;noviembre;RESTO;DOS;Chamartín;2258.58
2021;noviembre;RESTO;DOS;Moratalaz;1245.72
2021;noviembre;RESTO;DOS;Ciudad Lineal;3111.08
2021;noviembre;RESTO;DOS;Hortaleza;2942.0
2021;noviembre;RESTO;DOS;Vicálvaro;1781.88
2021;noviembre;RESTO;DOS;San Blas - Canillejas;2500.7
2021;noviembre;RESTO;DOS;Barajas;817.74
2021;noviembre;ENVASES;DOS;Retiro;256.86
2021;noviembre;ENVASES;DOS;Salamanca;338.9
2021;noviembre;ENVASES;DOS;Chamartín;381.26
2021;noviembre;ENVASES;DOS;Moratalaz;236.1
2021;noviembre;ENVASES;DOS;Ciudad Lineal;614.52
2021;noviembre;ENVASES;DOS;Hortaleza;579.3
2021;noviembre;ENVASES;DOS;Vicálvaro;275.18
2021;noviembre;ENVASES;DOS;San Blas - Canillejas;458.84
2021;noviembre;ENVASES;DOS;Barajas;131.62
2021;noviembre;VIDRIO;DOS;Retiro;320.48
2021;noviembre;VIDRIO;DOS;Salamanca;299.3
2021;noviembre;VIDRIO;DOS;Chamartín;332.84
2021;noviembre;VIDRIO;DOS;Moratalaz;214.82
2021;noviembre;VIDRIO;DOS;Ciudad Lineal;179.86
2021;noviembre;VIDRIO;DOS;Hortaleza;144.64
2021;noviembre;VIDRIO;DOS;Vicálvaro;160.56
2021;noviembre;VIDRIO;DOS;San Blas - Canillejas;158.24
2021;noviembre;VIDRIO;DOS;Barajas;114.9
2021;noviembre;VIDRIO_COMERCIAL;DOS;Salamanca;65.14
2021;noviembre;ENVASES;DOS;Retiro;178.64
2021;noviembre;ENVASES;DOS;Salamanca;123.42
2021;noviembre;ENVASES;DOS;Ciudad Lineal;125.08
2021;noviembre;ORGANICA;DOS;Retiro;700.8
2021;noviembre;ORGANICA;DOS;Salamanca;962.36
2021;noviembre;ORGANICA;DOS;Chamartín;955.22
2021;noviembre;ORGANICA;DOS;Moratalaz;480.08
2021;noviembre;ORGANICA;DOS;Ciudad Lineal;1121.84
2021;noviembre;ORGANICA;DOS;Hortaleza;892.08
2021;noviembre;ORGANICA;DOS;Vicálvaro;119.82
2021;noviembre;ORGANICA;DOS;San Blas - Canillejas;824.4
2021;noviembre;ORGANICA;DOS;Barajas;434.06
2021;noviembre;ENVASES;DOS;Retiro;268.07
2021;noviembre;ENVASES;DOS;Salamanca;404.14
2021;noviembre;ENVASES;DOS;Chamartín;282.12
2021;noviembre;ENVASES;DOS;Moratalaz;94.7
2021;noviembre;ENVASES;DOS;Ciudad Lineal;402.97
2021;noviembre;ENVASES;DOS;Hortaleza;260.06
2021;noviembre;ENVASES;DOS;Vicálvaro;73.14
2021;noviembre;ENVASES;DOS;San Blas - Canillejas;311.69
2021;noviembre;ENVASES;DOS;Barajas;57.75
2021;noviembre;CARTON_COMERCIAL;DOS;Retiro;44.65
2021;noviembre;CARTON_COMERCIAL;DOS;Salamanca;147.58
2021;noviembre;CARTON_COMERCIAL;DOS;Chamartín;70.75
2021;noviembre;CARTON_COMERCIAL;DOS;Moratalaz;7.88
2021;noviembre;CARTON_COMERCIAL;DOS;Ciudad Lineal;30.89
2021;noviembre;CARTON_COMERCIAL;DOS;Hortaleza;42.55
2021;noviembre;CARTON_COMERCIAL;DOS;Vicálvaro;5.26
2021;noviembre;CARTON_COMERCIAL;DOS;San Blas - Canillejas;62.27
2021;noviembre;CARTON_COMERCIAL;DOS;Barajas;3.46
2021;noviembre;RCD;DOS;Retiro;59.38
2021;noviembre;RCD;DOS;Salamanca;25.52
2021;noviembre;RCD;DOS;Chamartín;172.18
2021;noviembre;RCD;DOS;Moratalaz;51.5
2021;noviembre;RCD;DOS;Ciudad Lineal;79.05
2021;noviembre;RCD;DOS;Hortaleza;24.12
2021;noviembre;RCD;DOS;Vicálvaro;39.26
2021;noviembre;RCD;DOS;San Blas - Canillejas;75.74
2021;noviembre;RCD;DOS;Barajas;88.42
2021;noviembre;PUNTOS_LIMPIOS;DOS;Retiro;2.02
2021;noviembre;PUNTOS_LIMPIOS;DOS;Chamartín;95.92
2021;noviembre;PUNTOS_LIMPIOS;DOS;Moratalaz;57.88
2021;noviembre;PUNTOS_LIMPIOS;DOS;Ciudad Lineal;62.9
2021;noviembre;PUNTOS_LIMPIOS;DOS;Hortaleza;66.64
2021;noviembre;PUNTOS_LIMPIOS;DOS;Vicálvaro;19.34
2021;noviembre;PUNTOS_LIMPIOS;DOS;San Blas - Canillejas;58.52
2021;noviembre;PUNTOS_LIMPIOS;DOS;Barajas;35.06
2021;noviembre;RESTO;TRES;Arganzuela;1911.7
2021;noviembre;RESTO;TRES;Carabanchel;4265.54
2021;noviembre;RESTO;TRES;Usera;2059.7
2021;noviembre;RESTO;TRES;Puente de Vallecas;3900.2
2021;noviembre;RESTO;TRES;Villaverde;2500.84
2021;noviembre;RESTO;TRES;Villa de Vallecas;2843.84
2021;noviembre;ENVASES;TRES;Arganzuela;354.74
2021;noviembre;ENVASES;TRES;Carabanchel;770.0
2021;noviembre;ENVASES;TRES;Usera;393.32
2021;noviembre;ENVASES;TRES;Puente de Vallecas;784.84
2021;noviembre;ENVASES;TRES;Villaverde;503.84
2021;noviembre;ENVASES;TRES;Villa de Vallecas;319.66
2021;noviembre;VIDRIO;TRES;Arganzuela;284.06
2021;noviembre;VIDRIO;TRES;Carabanchel;284.52
2021;noviembre;VIDRIO;TRES;Usera;106.96
2021;noviembre;VIDRIO;TRES;Puente de Vallecas;165.08
2021;noviembre;VIDRIO;TRES;Villaverde;134.66
2021;noviembre;VIDRIO;TRES;Villa de Vallecas;66.64
2021;noviembre;VIDRIO_COMERCIAL;TRES;Puente de Vallecas;2.92
