CodigoInterno;Lote;Tipo_Contendor;Distrito;Cantidad
180966;TRES;ENVASES;CARABANCHEL;1;
180975;TRES;ENVASES;USERA;1;
180968;TRES;ENVASES;CARABANCHEL;1;
180974;TRES;ENVASES;USERA;1;
180969;TRES;ENVASES;CARABANCHEL;1;
180861;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179481;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180876;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180113;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180567;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180903;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180981;TRES;ENVASES;VILLA DE VALLECAS;1;
180993;TRES;ENVASES;CARABANCHEL;1;
180994;TRES;ENVASES;CARABANCHEL;1;
180995;TRES;ENVASES;CARABANCHEL;1;
180982;TRES;ENVASES;VILLA DE VALLECAS;1;
180983;TRES;ENVASES;VILLA DE VALLECAS;1;
180984;TRES;ENVASES;VILLA DE VALLECAS;1;
180992;TRES;ENVASES;CARABANCHEL;1;
180985;TRES;ENVASES;VILLA DE VALLECAS;1;
180984;TRES;ENVASES;VILLA DE VALLECAS;1;
180906;TRES;ORGANICA;VILLA DE VALLECAS;1;
179636;TRES;ORGANICA;VILLAVERDE;1;
180390;TRES;ORGANICA;VILLAVERDE;1;
180226;TRES;ORGANICA;VILLAVERDE;1;
180931;TRES;ORGANICA;VILLA DE VALLECAS;1;
181000;TRES;ENVASES;CARABANCHEL;1;
181005;TRES;ENVASES;PUENTE DE VALLECAS;1;
181009;TRES;ENVASES;USERA;1;
180998;TRES;ENVASES;CARABANCHEL;1;
180999;TRES;ENVASES;CARABANCHEL;1;
181006;TRES;ENVASES;PUENTE DE VALLECAS;1;
180996;TRES;ENVASES;CARABANCHEL;1;
181001;TRES;ENVASES;CARABANCHEL;1;
181004;TRES;ENVASES;PUENTE DE VALLECAS;1;
181007;TRES;ENVASES;PUENTE DE VALLECAS;1;
181008;TRES;ENVASES;USERA;1;
180935;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180942;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180951;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180790;TRES;ORGANICA;VILLAVERDE;1;
181013;TRES;ENVASES;PUENTE DE VALLECAS;1;
181014;TRES;ENVASES;CARABANCHEL;1;
181012;TRES;ENVASES;CARABANCHEL;1;
181015;TRES;ENVASES;CARABANCHEL;1;
181016;TRES;ENVASES;CARABANCHEL;1;
181017;TRES;ENVASES;CARABANCHEL;1;
181018;TRES;ENVASES;CARABANCHEL;1;
181019;TRES;ENVASES;CARABANCHEL;1;
180958;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179693;TRES;ORGANICA;VILLAVERDE;1;
180959;TRES;ORGANICA;VILLA DE VALLECAS;1;
179856;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179809;TRES;ORGANICA;VILLAVERDE;1;
181029;TRES;ENVASES;CARABANCHEL;1;
181033;TRES;ENVASES;PUENTE DE VALLECAS;1;
181036;TRES;ENVASES;VILLAVERDE;1;
181034;TRES;ENVASES;PUENTE DE VALLECAS;1;
181037;TRES;ENVASES;VILLAVERDE;1;
181038;TRES;ENVASES;VILLAVERDE;1;
181039;TRES;ENVASES;VILLAVERDE;1;
181040;TRES;ENVASES;VILLAVERDE;1;
181032;TRES;ENVASES;PUENTE DE VALLECAS;1;
180981;TRES;ORGANICA;VILLA DE VALLECAS;1;
179164;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179278;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180728;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180877;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181044;TRES;ENVASES;PUENTE DE VALLECAS;1;
181045;TRES;ENVASES;PUENTE DE VALLECAS;1;
181054;TRES;ENVASES;PUENTE DE VALLECAS;1;
181046;TRES;ENVASES;PUENTE DE VALLECAS;1;
181055;TRES;ENVASES;PUENTE DE VALLECAS;1;
181052;TRES;ENVASES;PUENTE DE VALLECAS;1;
181053;TRES;ENVASES;PUENTE DE VALLECAS;1;
181047;TRES;ENVASES;PUENTE DE VALLECAS;1;
180441;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181005;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180727;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180114;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181013;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179165;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181056;TRES;ENVASES;PUENTE DE VALLECAS;1;
181059;TRES;ENVASES;CARABANCHEL;1;
181062;TRES;ENVASES;VILLA DE VALLECAS;1;
181070;TRES;ENVASES;VILLA DE VALLECAS;1;
181063;TRES;ENVASES;VILLA DE VALLECAS;1;
181060;TRES;ENVASES;CARABANCHEL;1;
181061;TRES;ENVASES;CARABANCHEL;1;
181065;TRES;ENVASES;VILLA DE VALLECAS;1;
181066;TRES;ENVASES;VILLA DE VALLECAS;1;
180191;TRES;ORGANICA;VILLAVERDE;1;
181033;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181036;TRES;ORGANICA;VILLAVERDE;1;
181044;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179975;TRES;ORGANICA;VILLAVERDE;1;
181072;TRES;ENVASES;VILLA DE VALLECAS;1;
181075;TRES;ENVASES;CARABANCHEL;1;
181076;TRES;ENVASES;CARABANCHEL;1;
181080;TRES;ENVASES;CARABANCHEL;1;
181082;TRES;ENVASES;CARABANCHEL;1;
181077;TRES;ENVASES;CARABANCHEL;1;
181085;TRES;ENVASES;VILLA DE VALLECAS;1;
181071;TRES;ENVASES;VILLA DE VALLECAS;1;
181078;TRES;ENVASES;CARABANCHEL;1;
181081;TRES;ENVASES;CARABANCHEL;1;
181073;TRES;ENVASES;VILLA DE VALLECAS;1;
181074;TRES;ENVASES;CARABANCHEL;1;
181045;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180115;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179166;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181096;TRES;ENVASES;CARABANCHEL;1;
181093;TRES;ENVASES;VILLA DE VALLECAS;1;
181094;TRES;ENVASES;VILLA DE VALLECAS;1;
181091;TRES;ENVASES;VILLA DE VALLECAS;1;
181100;TRES;ENVASES;PUENTE DE VALLECAS;1;
181087;TRES;ENVASES;VILLA DE VALLECAS;1;
258263;TRES;ENVASES;CARABANCHEL;1;
181089;TRES;ENVASES;VILLA DE VALLECAS;1;
181090;TRES;ENVASES;VILLA DE VALLECAS;1;
181088;TRES;ENVASES;VILLA DE VALLECAS;1;
181056;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180034;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181062;TRES;ORGANICA;VILLA DE VALLECAS;1;
181101;TRES;ENVASES;PUENTE DE VALLECAS;1;
181105;TRES;ENVASES;CARABANCHEL;1;
181108;TRES;ENVASES;CARABANCHEL;1;
181109;TRES;ENVASES;CARABANCHEL;1;
181111;TRES;ENVASES;CARABANCHEL;1;
181115;TRES;ENVASES;CARABANCHEL;1;
181110;TRES;ENVASES;CARABANCHEL;1;
181102;TRES;ENVASES;PUENTE DE VALLECAS;1;
181103;TRES;ENVASES;PUENTE DE VALLECAS;1;
181104;TRES;ENVASES;CARABANCHEL;1;
181112;TRES;ENVASES;CARABANCHEL;1;
178975;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180932;TRES;ORGANICA;VILLA DE VALLECAS;1;
180258;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181070;TRES;ORGANICA;VILLA DE VALLECAS;1;
181117;TRES;ENVASES;CARABANCHEL;1;
181119;TRES;ENVASES;CARABANCHEL;1;
181120;TRES;ENVASES;CARABANCHEL;1;
181128;TRES;ENVASES;VILLA DE VALLECAS;1;
181116;TRES;ENVASES;CARABANCHEL;1;
181129;TRES;ENVASES;VILLA DE VALLECAS;1;
181122;TRES;ENVASES;CARABANCHEL;1;
181130;TRES;ENVASES;VILLA DE VALLECAS;1;
181118;TRES;ENVASES;CARABANCHEL;1;
181127;TRES;ENVASES;VILLA DE VALLECAS;1;
179482;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181131;TRES;ENVASES;CARABANCHEL;1;
181133;TRES;ENVASES;VILLA DE VALLECAS;1;
181136;TRES;ENVASES;CARABANCHEL;1;
181137;TRES;ENVASES;CARABANCHEL;1;
181143;TRES;ENVASES;CARABANCHEL;1;
181135;TRES;ENVASES;CARABANCHEL;1;
181134;TRES;ENVASES;VILLA DE VALLECAS;1;
181138;TRES;ENVASES;CARABANCHEL;1;
181072;TRES;ORGANICA;VILLA DE VALLECAS;1;
179976;TRES;ORGANICA;VILLAVERDE;1;
181085;TRES;ORGANICA;VILLA DE VALLECAS;1;
179812;TRES;ORGANICA;VILLAVERDE;1;
181101;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181149;TRES;ENVASES;CARABANCHEL;1;
181160;TRES;ENVASES;USERA;1;
258216;TRES;ENVASES;PUENTE DE VALLECAS;1;
258216;TRES;ENVASES;PUENTE DE VALLECAS;1;
181150;TRES;ENVASES;CARABANCHEL;1;
179279;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180802;TRES;ORGANICA;VILLAVERDE;1;
179052;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181063;TRES;ORGANICA;VILLA DE VALLECAS;1;
181128;TRES;ORGANICA;VILLA DE VALLECAS;1;
181133;TRES;ORGANICA;VILLA DE VALLECAS;1;
181168;TRES;ENVASES;PUENTE DE VALLECAS;1;
181172;TRES;ENVASES;PUENTE DE VALLECAS;1;
181174;TRES;ENVASES;CARABANCHEL;1;
181175;TRES;ENVASES;CARABANCHEL;1;
181161;TRES;ENVASES;USERA;1;
181166;TRES;ENVASES;PUENTE DE VALLECAS;1;
181167;TRES;ENVASES;PUENTE DE VALLECAS;1;
181170;TRES;ENVASES;PUENTE DE VALLECAS;1;
181171;TRES;ENVASES;PUENTE DE VALLECAS;1;
181169;TRES;ENVASES;PUENTE DE VALLECAS;1;
181161;TRES;ENVASES;USERA;1;
181093;TRES;ORGANICA;VILLA DE VALLECAS;1;
181094;TRES;ORGANICA;VILLA DE VALLECAS;1;
179159;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181181;TRES;ENVASES;VILLA DE VALLECAS;1;
181182;TRES;ENVASES;PUENTE DE VALLECAS;1;
181188;TRES;ENVASES;PUENTE DE VALLECAS;1;
181183;TRES;ENVASES;PUENTE DE VALLECAS;1;
181180;TRES;ENVASES;VILLA DE VALLECAS;1;
181184;TRES;ENVASES;PUENTE DE VALLECAS;1;
181176;TRES;ENVASES;CARABANCHEL;1;
179053;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179086;TRES;ORGANICA;VILLAVERDE;1;
179717;TRES;ORGANICA;VILLA DE VALLECAS;1;
180383;TRES;ORGANICA;VILLA DE VALLECAS;1;
179878;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179678;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181191;TRES;ENVASES;VILLA DE VALLECAS;1;
181198;TRES;ENVASES;VILLAVERDE;1;
181203;TRES;ENVASES;CARABANCHEL;1;
181199;TRES;ENVASES;VILLAVERDE;1;
181202;TRES;ENVASES;CARABANCHEL;1;
181197;TRES;ENVASES;VILLAVERDE;1;
181192;TRES;ENVASES;VILLA DE VALLECAS;1;
181193;TRES;ENVASES;VILLA DE VALLECAS;1;
181195;TRES;ENVASES;VILLAVERDE;1;
181196;TRES;ENVASES;VILLAVERDE;1;
181203;TRES;ENVASES;CARABANCHEL;1;
181192;TRES;ENVASES;VILLA DE VALLECAS;1;
179578;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180192;TRES;ORGANICA;VILLAVERDE;1;
181168;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181206;TRES;ENVASES;VILLAVERDE;1;
181209;TRES;ENVASES;VILLAVERDE;1;
181210;TRES;ENVASES;CARABANCHEL;1;
181217;TRES;ENVASES;USERA;1;
258237;TRES;ENVASES;CARABANCHEL;1;
181212;TRES;ENVASES;CARABANCHEL;1;
181218;TRES;ENVASES;USERA;1;
181219;TRES;ENVASES;USERA;1;
181220;TRES;ENVASES;USERA;1;
181207;TRES;ENVASES;VILLAVERDE;1;
181208;TRES;ENVASES;VILLAVERDE;1;
258239;TRES;ENVASES;CARABANCHEL;1;
181216;TRES;ENVASES;USERA;1;
181172;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179280;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181222;TRES;ENVASES;CARABANCHEL;1;
181231;TRES;ENVASES;CARABANCHEL;1;
181232;TRES;ENVASES;PUENTE DE VALLECAS;1;
181223;TRES;ENVASES;CARABANCHEL;1;
258270;TRES;ENVASES;CARABANCHEL;1;
181221;TRES;ENVASES;USERA;1;
181233;TRES;ENVASES;PUENTE DE VALLECAS;1;
181225;TRES;ENVASES;CARABANCHEL;1;
181230;TRES;ENVASES;CARABANCHEL;1;
180568;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181034;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179163;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181071;TRES;ORGANICA;VILLA DE VALLECAS;1;
181129;TRES;ORGANICA;VILLA DE VALLECAS;1;
181236;TRES;ENVASES;PUENTE DE VALLECAS;1;
181240;TRES;ENVASES;VILLA DE VALLECAS;1;
181250;TRES;ENVASES;VILLA DE VALLECAS;1;
181244;TRES;ENVASES;VILLA DE VALLECAS;1;
181243;TRES;ENVASES;VILLA DE VALLECAS;1;
181241;TRES;ENVASES;VILLA DE VALLECAS;1;
181242;TRES;ENVASES;VILLA DE VALLECAS;1;
181245;TRES;ENVASES;VILLA DE VALLECAS;1;
181246;TRES;ENVASES;VILLA DE VALLECAS;1;
181247;TRES;ENVASES;VILLA DE VALLECAS;1;
181237;TRES;ENVASES;PUENTE DE VALLECAS;1;
181238;TRES;ENVASES;PUENTE DE VALLECAS;1;
181239;TRES;ENVASES;VILLA DE VALLECAS;1;
181181;TRES;ORGANICA;VILLA DE VALLECAS;1;
181182;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181251;TRES;ENVASES;CARABANCHEL;1;
181257;TRES;ENVASES;CARABANCHEL;1;
181258;TRES;ENVASES;VILLA DE VALLECAS;1;
181263;TRES;ENVASES;CARABANCHEL;1;
181264;TRES;ENVASES;CARABANCHEL;1;
181265;TRES;ENVASES;CARABANCHEL;1;
181252;TRES;ENVASES;CARABANCHEL;1;
181253;TRES;ENVASES;CARABANCHEL;1;
181259;TRES;ENVASES;VILLA DE VALLECAS;1;
181260;TRES;ENVASES;VILLA DE VALLECAS;1;
181254;TRES;ENVASES;CARABANCHEL;1;
181263;TRES;ENVASES;CARABANCHEL;1;
181188;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181191;TRES;ORGANICA;VILLA DE VALLECAS;1;
181198;TRES;ORGANICA;VILLAVERDE;1;
181280;TRES;ENVASES;CARABANCHEL;1;
181266;TRES;ENVASES;CARABANCHEL;1;
181267;TRES;ENVASES;CARABANCHEL;1;
181268;TRES;ENVASES;CARABANCHEL;1;
181269;TRES;ENVASES;CARABANCHEL;1;
181271;TRES;ENVASES;CARABANCHEL;1;
181272;TRES;ENVASES;CARABANCHEL;1;
181273;TRES;ENVASES;CARABANCHEL;1;
181279;TRES;ENVASES;CARABANCHEL;1;
179032;TRES;ORGANICA;VILLAVERDE;1;
180297;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181206;TRES;ORGANICA;VILLAVERDE;1;
180667;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179281;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181283;TRES;ENVASES;VILLA DE VALLECAS;1;
181286;TRES;ENVASES;CARABANCHEL;1;
181290;TRES;ENVASES;CARABANCHEL;1;
181295;TRES;ENVASES;CARABANCHEL;1;
181284;TRES;ENVASES;VILLA DE VALLECAS;1;
181291;TRES;ENVASES;CARABANCHEL;1;
181285;TRES;ENVASES;CARABANCHEL;1;
181287;TRES;ENVASES;CARABANCHEL;1;
181288;TRES;ENVASES;CARABANCHEL;1;
181292;TRES;ENVASES;CARABANCHEL;1;
180393;TRES;ORGANICA;VILLAVERDE;1;
181209;TRES;ORGANICA;VILLAVERDE;1;
179282;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180496;TRES;ORGANICA;VILLAVERDE;1;
181297;TRES;ENVASES;PUENTE DE VALLECAS;1;
181298;TRES;ENVASES;PUENTE DE VALLECAS;1;
181299;TRES;ENVASES;PUENTE DE VALLECAS;1;
181300;TRES;ENVASES;PUENTE DE VALLECAS;1;
181301;TRES;ENVASES;PUENTE DE VALLECAS;1;
180349;TRES;ORGANICA;VILLAVERDE;1;
180394;TRES;ORGANICA;VILLAVERDE;1;
180660;TRES;ORGANICA;VILLAVERDE;1;
180705;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181232;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181236;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180467;TRES;ORGANICA;VILLAVERDE;1;
181240;TRES;ORGANICA;VILLA DE VALLECAS;1;
181314;TRES;ENVASES;VILLAVERDE;1;
181315;TRES;ENVASES;USERA;1;
181323;TRES;ENVASES;USERA;1;
181316;TRES;ENVASES;USERA;1;
181317;TRES;ENVASES;USERA;1;
181325;TRES;ENVASES;USERA;1;
181318;TRES;ENVASES;USERA;1;
181319;TRES;ENVASES;USERA;1;
181323;TRES;ENVASES;USERA;1;
181325;TRES;ENVASES;USERA;1;
181250;TRES;ORGANICA;VILLA DE VALLECAS;1;
181244;TRES;ORGANICA;VILLA DE VALLECAS;1;
180729;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180484;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181328;TRES;ENVASES;USERA;1;
181330;TRES;ENVASES;USERA;1;
181332;TRES;ENVASES;USERA;1;
181331;TRES;ENVASES;USERA;1;
181336;TRES;ENVASES;VILLAVERDE;1;
181337;TRES;ENVASES;USERA;1;
181338;TRES;ENVASES;USERA;1;
181329;TRES;ENVASES;USERA;1;
181340;TRES;ENVASES;USERA;1;
181333;TRES;ENVASES;USERA;1;
181339;TRES;ENVASES;USERA;1;
181338;TRES;ENVASES;USERA;1;
181258;TRES;ORGANICA;VILLA DE VALLECAS;1;
179497;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179088;TRES;ORGANICA;VILLAVERDE;1;
181343;TRES;ENVASES;PUENTE DE VALLECAS;1;
181347;TRES;ENVASES;PUENTE DE VALLECAS;1;
181352;TRES;ENVASES;USERA;1;
181348;TRES;ENVASES;PUENTE DE VALLECAS;1;
181355;TRES;ENVASES;USERA;1;
181349;TRES;ENVASES;PUENTE DE VALLECAS;1;
181350;TRES;ENVASES;PUENTE DE VALLECAS;1;
181341;TRES;ENVASES;USERA;1;
181342;TRES;ENVASES;PUENTE DE VALLECAS;1;
181344;TRES;ENVASES;PUENTE DE VALLECAS;1;
181345;TRES;ENVASES;PUENTE DE VALLECAS;1;
181243;TRES;ORGANICA;VILLA DE VALLECAS;1;
180286;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181283;TRES;ORGANICA;VILLA DE VALLECAS;1;
179483;TRES;ORGANICA;PUENTE DE VALLECAS;1;
258257;TRES;ENVASES;USERA;1;
181358;TRES;ENVASES;USERA;1;
181361;TRES;ENVASES;PUENTE DE VALLECAS;1;
181359;TRES;ENVASES;USERA;1;
181360;TRES;ENVASES;PUENTE DE VALLECAS;1;
181362;TRES;ENVASES;PUENTE DE VALLECAS;1;
181363;TRES;ENVASES;PUENTE DE VALLECAS;1;
180513;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179588;TRES;ORGANICA;VILLAVERDE;1;
179484;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180109;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181314;TRES;ORGANICA;VILLAVERDE;1;
180395;TRES;ORGANICA;VILLAVERDE;1;
181336;TRES;ORGANICA;VILLAVERDE;1;
181371;TRES;ENVASES;USERA;1;
181377;TRES;ENVASES;USERA;1;
181378;TRES;ENVASES;USERA;1;
181372;TRES;ENVASES;USERA;1;
181379;TRES;ENVASES;USERA;1;
181373;TRES;ENVASES;USERA;1;
181380;TRES;ENVASES;USERA;1;
181374;TRES;ENVASES;USERA;1;
181381;TRES;ENVASES;USERA;1;
181343;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181347;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179977;TRES;ORGANICA;VILLAVERDE;1;
179978;TRES;ORGANICA;VILLAVERDE;1;
181006;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181361;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181386;TRES;ENVASES;USERA;1;
181396;TRES;ENVASES;USERA;1;
181399;TRES;ENVASES;USERA;1;
181400;TRES;ENVASES;USERA;1;
181387;TRES;ENVASES;USERA;1;
181388;TRES;ENVASES;USERA;1;
181389;TRES;ENVASES;USERA;1;
181391;TRES;ENVASES;USERA;1;
181390;TRES;ENVASES;USERA;1;
181400;TRES;ENVASES;USERA;1;
180803;TRES;ORGANICA;VILLAVERDE;1;
181348;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179687;TRES;ORGANICA;VILLAVERDE;1;
180569;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179054;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181405;TRES;ENVASES;USERA;1;
181409;TRES;ENVASES;USERA;1;
181411;TRES;ENVASES;CARABANCHEL;1;
181414;TRES;ENVASES;USERA;1;
181415;TRES;ENVASES;CARABANCHEL;1;
181408;TRES;ENVASES;USERA;1;
181406;TRES;ENVASES;USERA;1;
181407;TRES;ENVASES;USERA;1;
179167;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179813;TRES;ORGANICA;VILLAVERDE;1;
179679;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180982;TRES;ORGANICA;VILLA DE VALLECAS;1;
180607;TRES;ORGANICA;VILLAVERDE;1;
179111;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180281;TRES;ORGANICA;VILLA DE VALLECAS;1;
181416;TRES;ENVASES;USERA;1;
181424;TRES;ENVASES;CARABANCHEL;1;
181430;TRES;ENVASES;USERA;1;
181417;TRES;ENVASES;USERA;1;
181418;TRES;ENVASES;USERA;1;
181419;TRES;ENVASES;USERA;1;
181420;TRES;ENVASES;USERA;1;
181037;TRES;ORGANICA;VILLAVERDE;1;
179630;TRES;ORGANICA;VILLAVERDE;1;
179637;TRES;ORGANICA;VILLAVERDE;1;
180821;TRES;ORGANICA;VILLAVERDE;1;
180396;TRES;ORGANICA;VILLAVERDE;1;
181038;TRES;ORGANICA;VILLAVERDE;1;
181435;TRES;ENVASES;USERA;1;
181436;TRES;ENVASES;USERA;1;
181444;TRES;ENVASES;USERA;1;
181437;TRES;ENVASES;USERA;1;
181445;TRES;ENVASES;USERA;1;
181435;TRES;ENVASES;USERA;1;
180593;TRES;ORGANICA;VILLAVERDE;1;
179106;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179485;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179900;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179499;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179486;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179056;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179284;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179168;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181447;TRES;ENVASES;USERA;1;
181446;TRES;ENVASES;USERA;1;
181450;TRES;ENVASES;USERA;1;
258247;TRES;ENVASES;USERA;1;
181449;TRES;ENVASES;USERA;1;
180798;TRES;ORGANICA;VILLAVERDE;1;
179019;TRES;ORGANICA;VILLAVERDE;1;
180804;TRES;ORGANICA;VILLAVERDE;1;
180179;TRES;ORGANICA;VILLAVERDE;1;
181199;TRES;ORGANICA;VILLAVERDE;1;
181102;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179057;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179830;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181461;TRES;ENVASES;USERA;1;
181465;TRES;ENVASES;USERA;1;
181473;TRES;ENVASES;PUENTE DE VALLECAS;1;
181474;TRES;ENVASES;USERA;1;
181475;TRES;ENVASES;USERA;1;
181462;TRES;ENVASES;USERA;1;
181466;TRES;ENVASES;USERA;1;
181463;TRES;ENVASES;USERA;1;
181472;TRES;ENVASES;PUENTE DE VALLECAS;1;
181467;TRES;ENVASES;USERA;1;
181471;TRES;ENVASES;PUENTE DE VALLECAS;1;
181473;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179782;TRES;ORGANICA;PUENTE DE VALLECAS;1;
180570;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179831;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181477;TRES;ENVASES;VILLA DE VALLECAS;1;
181479;TRES;ENVASES;USERA;1;
181487;TRES;ENVASES;USERA;1;
181489;TRES;ENVASES;CARABANCHEL;1;
181481;TRES;ENVASES;USERA;1;
181480;TRES;ENVASES;USERA;1;
181486;TRES;ENVASES;USERA;1;
181488;TRES;ENVASES;USERA;1;
181478;TRES;ENVASES;VILLA DE VALLECAS;1;
181490;TRES;ENVASES;CARABANCHEL;1;
181481;TRES;ENVASES;USERA;1;
181477;TRES;ORGANICA;VILLA DE VALLECAS;1;
181130;TRES;ORGANICA;VILLA DE VALLECAS;1;
179500;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179020;TRES;ORGANICA;VILLAVERDE;1;
181493;TRES;ENVASES;PUENTE DE VALLECAS;1;
181501;TRES;ENVASES;USERA;1;
181504;TRES;ENVASES;PUENTE DE VALLECAS;1;
181502;TRES;ENVASES;USERA;1;
181494;TRES;ENVASES;PUENTE DE VALLECAS;1;
181495;TRES;ENVASES;PUENTE DE VALLECAS;1;
181499;TRES;ENVASES;USERA;1;
181496;TRES;ENVASES;PUENTE DE VALLECAS;1;
181500;TRES;ENVASES;USERA;1;
181495;TRES;ENVASES;PUENTE DE VALLECAS;1;
181493;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181504;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179107;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181507;TRES;ENVASES;PUENTE DE VALLECAS;1;
181515;TRES;ENVASES;USERA;1;
181516;TRES;ENVASES;VILLAVERDE;1;
181518;TRES;ENVASES;USERA;1;
181519;TRES;ENVASES;USERA;1;
181520;TRES;ENVASES;USERA;1;
181514;TRES;ENVASES;USERA;1;
181508;TRES;ENVASES;PUENTE DE VALLECAS;1;
181507;TRES;ORGANICA;PUENTE DE VALLECAS;1;
181516;TRES;ORGANICA;VILLAVERDE;1;
181241;TRES;ORGANICA;VILLA DE VALLECAS;1;
179599;TRES;ORGANICA;VILLA DE VALLECAS;1;
179600;TRES;ORGANICA;VILLA DE VALLECAS;1;
181242;TRES;ORGANICA;VILLA DE VALLECAS;1;
179613;TRES;ORGANICA;VILLA DE VALLECAS;1;
181521;TRES;ENVASES;PUENTE DE VALLECAS;1;
181526;TRES;ENVASES;VILLAVERDE;1;
181534;TRES;ENVASES;USERA;1;
181527;TRES;ENVASES;VILLAVERDE;1;
181535;TRES;ENVASES;USERA;1;
181522;TRES;ENVASES;PUENTE DE VALLECAS;1;
181523;TRES;ENVASES;PUENTE DE VALLECAS;1;
181528;TRES;ENVASES;VILLAVERDE;1;
