CodigoInterno;Lote;Tipo_Contendor;Distrito;Cantidad
163821;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163838;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163838;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163838;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163836;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163836;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163836;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163837;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163837;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163837;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163815;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163815;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163815;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163815;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163815;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163668;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163668;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163668;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163665;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163665;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163665;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163652;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163652;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163652;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163747;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163747;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163747;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163750;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163750;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163750;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163749;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163749;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163749;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163749;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163749;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163749;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163751;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163751;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163751;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163751;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163748;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163748;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163748;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163748;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163748;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163748;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163706;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163706;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163706;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163705;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163705;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163705;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163702;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163702;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163702;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163703;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163703;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163703;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163701;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163701;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163701;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163701;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163745;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163745;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163745;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163744;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163744;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163744;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163704;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163704;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163704;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163694;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163694;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163694;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163693;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163693;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163693;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163692;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163692;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163692;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163695;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163695;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163695;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163696;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163696;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163696;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163697;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163697;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163697;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163681;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163681;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163681;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163680;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163680;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163680;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163682;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163682;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163682;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163683;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163683;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163683;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163698;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163698;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163698;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163699;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163699;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163699;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163700;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163700;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163700;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163676;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163676;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163676;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163675;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163675;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163675;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163677;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163677;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163677;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163678;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163678;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163678;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163905;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163905;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163905;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163906;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163906;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163906;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163679;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163679;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163679;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163686;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163686;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163686;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163687;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163687;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163687;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163685;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163685;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163685;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163684;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163684;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163684;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163691;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163691;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163691;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163688;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163688;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163688;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163689;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163689;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163689;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163690;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163690;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163690;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163900;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163900;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163900;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163900;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163888;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163888;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163888;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163674;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163674;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163674;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163788;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163670;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163669;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163812;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163812;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163812;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163811;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163811;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163811;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163671;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163671;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163672;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163672;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163862;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163862;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163895;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163895;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163895;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163895;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163857;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163857;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163857;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163822;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163822;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163822;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163859;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163859;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163809;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163809;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163809;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
163810;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163810;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
163810;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
178789;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
178790;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
246615;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
246615;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
246615;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
401237;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
401237;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
401237;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
401241;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
401241;DOS;ORGANICA;SAN BLAS - CANILLEJAS;1;
401241;DOS;RESTO;SAN BLAS - CANILLEJAS;1;
920332;DOS;ENVASES;SAN BLAS - CANILLEJAS;1;
163758;DOS;ENVASES;BARAJAS;1;
163758;DOS;ORGANICA;BARAJAS;1;
163758;DOS;RESTO;BARAJAS;1;
163758;DOS;RESTO;BARAJAS;1;
163760;DOS;ENVASES;BARAJAS;1;
163760;DOS;ORGANICA;BARAJAS;1;
163760;DOS;RESTO;BARAJAS;1;
163761;DOS;ENVASES;BARAJAS;1;
163761;DOS;ORGANICA;BARAJAS;1;
163761;DOS;RESTO;BARAJAS;1;
163753;DOS;ENVASES;BARAJAS;1;
163753;DOS;ORGANICA;BARAJAS;1;
163753;DOS;RESTO;BARAJAS;1;
163753;DOS;RESTO;BARAJAS;1;
163752;DOS;ENVASES;BARAJAS;1;
163752;DOS;ORGANICA;BARAJAS;1;
163752;DOS;RESTO;BARAJAS;1;
163752;DOS;RESTO;BARAJAS;1;
163757;DOS;ENVASES;BARAJAS;1;
163757;DOS;ORGANICA;BARAJAS;1;
163757;DOS;RESTO;BARAJAS;1;
163757;DOS;RESTO;BARAJAS;1;
163827;DOS;ENVASES;BARAJAS;1;
163827;DOS;ORGANICA;BARAJAS;1;
163827;DOS;RESTO;BARAJAS;1;
163827;DOS;RESTO;BARAJAS;1;
163762;DOS;ENVASES;BARAJAS;1;
163762;DOS;ORGANICA;BARAJAS;1;
163762;DOS;RESTO;BARAJAS;1;
163754;DOS;ENVASES;BARAJAS;1;
163754;DOS;ORGANICA;BARAJAS;1;
163754;DOS;RESTO;BARAJAS;1;
163756;DOS;ENVASES;BARAJAS;1;
163756;DOS;ORGANICA;BARAJAS;1;
163756;DOS;RESTO;BARAJAS;1;
163755;DOS;ENVASES;BARAJAS;1;
163755;DOS;ORGANICA;BARAJAS;1;
163755;DOS;RESTO;BARAJAS;1;
163755;DOS;RESTO;BARAJAS;1;
163767;DOS;ENVASES;BARAJAS;1;
163767;DOS;ORGANICA;BARAJAS;1;
163767;DOS;RESTO;BARAJAS;1;
163766;DOS;ENVASES;BARAJAS;1;
163766;DOS;ORGANICA;BARAJAS;1;
163766;DOS;RESTO;BARAJAS;1;
163763;DOS;ENVASES;BARAJAS;1;
163763;DOS;ORGANICA;BARAJAS;1;
163763;DOS;RESTO;BARAJAS;1;
163773;DOS;ENVASES;BARAJAS;1;
163773;DOS;ORGANICA;BARAJAS;1;
163773;DOS;RESTO;BARAJAS;1;
163764;DOS;ENVASES;BARAJAS;1;
163764;DOS;ORGANICA;BARAJAS;1;
163764;DOS;RESTO;BARAJAS;1;
163772;DOS;ENVASES;BARAJAS;1;
163772;DOS;ORGANICA;BARAJAS;1;
163772;DOS;RESTO;BARAJAS;1;
163772;DOS;RESTO;BARAJAS;1;
163765;DOS;ENVASES;BARAJAS;1;
163765;DOS;ORGANICA;BARAJAS;1;
163765;DOS;RESTO;BARAJAS;1;
163765;DOS;RESTO;BARAJAS;1;
163770;DOS;ENVASES;BARAJAS;1;
163770;DOS;ORGANICA;BARAJAS;1;
163770;DOS;RESTO;BARAJAS;1;
163759;DOS;ENVASES;BARAJAS;1;
163759;DOS;ORGANICA;BARAJAS;1;
163759;DOS;RESTO;BARAJAS;1;
163775;DOS;ENVASES;BARAJAS;1;
163775;DOS;ORGANICA;BARAJAS;1;
163775;DOS;RESTO;BARAJAS;1;
163778;DOS;ENVASES;BARAJAS;1;
163778;DOS;ORGANICA;BARAJAS;1;
163778;DOS;RESTO;BARAJAS;1;
163825;DOS;ENVASES;BARAJAS;1;
163825;DOS;ORGANICA;BARAJAS;1;
163825;DOS;RESTO;BARAJAS;1;
163768;DOS;ENVASES;BARAJAS;1;
163768;DOS;ORGANICA;BARAJAS;1;
163768;DOS;RESTO;BARAJAS;1;
163840;DOS;ENVASES;BARAJAS;1;
163840;DOS;ORGANICA;BARAJAS;1;
163840;DOS;RESTO;BARAJAS;1;
163776;DOS;ENVASES;BARAJAS;1;
163776;DOS;ORGANICA;BARAJAS;1;
163776;DOS;RESTO;BARAJAS;1;
163777;DOS;ENVASES;BARAJAS;1;
163777;DOS;ORGANICA;BARAJAS;1;
163777;DOS;RESTO;BARAJAS;1;
163851;DOS;ENVASES;BARAJAS;1;
163851;DOS;ORGANICA;BARAJAS;1;
163851;DOS;RESTO;BARAJAS;1;
163769;DOS;ENVASES;BARAJAS;1;
163769;DOS;ORGANICA;BARAJAS;1;
163769;DOS;RESTO;BARAJAS;1;
163826;DOS;ENVASES;BARAJAS;1;
163826;DOS;ORGANICA;BARAJAS;1;
163826;DOS;RESTO;BARAJAS;1;
163771;DOS;ENVASES;BARAJAS;1;
163771;DOS;ORGANICA;BARAJAS;1;
163771;DOS;RESTO;BARAJAS;1;
163940;DOS;ENVASES;BARAJAS;1;
163940;DOS;ORGANICA;BARAJAS;1;
163940;DOS;RESTO;BARAJAS;1;
163916;DOS;ENVASES;BARAJAS;1;
163916;DOS;ORGANICA;BARAJAS;1;
163916;DOS;RESTO;BARAJAS;1;
163908;DOS;ENVASES;BARAJAS;1;
163908;DOS;ORGANICA;BARAJAS;1;
163908;DOS;RESTO;BARAJAS;1;
163908;DOS;RESTO;BARAJAS;1;
921036;DOS;ENVASES;BARAJAS;1;
921036;DOS;ORGANICA;BARAJAS;1;
921036;DOS;RESTO;BARAJAS;1;
163910;DOS;ENVASES;BARAJAS;1;
163910;DOS;ORGANICA;BARAJAS;1;
163910;DOS;RESTO;BARAJAS;1;
163915;DOS;ENVASES;BARAJAS;1;
163915;DOS;ORGANICA;BARAJAS;1;
163915;DOS;RESTO;BARAJAS;1;
163934;DOS;ORGANICA;BARAJAS;1;
163934;DOS;ENVASES;BARAJAS;1;
163934;DOS;ENVASES;BARAJAS;1;
163934;DOS;RESTO;BARAJAS;1;
163934;DOS;RESTO;BARAJAS;1;
163930;DOS;ENVASES;BARAJAS;1;
163930;DOS;ORGANICA;BARAJAS;1;
163930;DOS;RESTO;BARAJAS;1;
163920;DOS;ENVASES;BARAJAS;1;
163920;DOS;ORGANICA;BARAJAS;1;
163920;DOS;RESTO;BARAJAS;1;
163937;DOS;ENVASES;BARAJAS;1;
163937;DOS;ORGANICA;BARAJAS;1;
163937;DOS;RESTO;BARAJAS;1;
163911;DOS;ENVASES;BARAJAS;1;
163911;DOS;ORGANICA;BARAJAS;1;
163911;DOS;RESTO;BARAJAS;1;
163911;DOS;RESTO;BARAJAS;1;
163921;DOS;ENVASES;BARAJAS;1;
163921;DOS;ORGANICA;BARAJAS;1;
163921;DOS;RESTO;BARAJAS;1;
163919;DOS;ENVASES;BARAJAS;1;
163919;DOS;ORGANICA;BARAJAS;1;
163919;DOS;RESTO;BARAJAS;1;
163935;DOS;ENVASES;BARAJAS;1;
163935;DOS;ORGANICA;BARAJAS;1;
163935;DOS;RESTO;BARAJAS;1;
163912;DOS;ENVASES;BARAJAS;1;
163912;DOS;ORGANICA;BARAJAS;1;
163912;DOS;RESTO;BARAJAS;1;
163914;DOS;ENVASES;BARAJAS;1;
163914;DOS;ORGANICA;BARAJAS;1;
163914;DOS;RESTO;BARAJAS;1;
163917;DOS;ENVASES;BARAJAS;1;
163917;DOS;ORGANICA;BARAJAS;1;
163917;DOS;RESTO;BARAJAS;1;
163936;DOS;ENVASES;BARAJAS;1;
163936;DOS;ORGANICA;BARAJAS;1;
163936;DOS;RESTO;BARAJAS;1;
163913;DOS;ENVASES;BARAJAS;1;
163913;DOS;ORGANICA;BARAJAS;1;
163913;DOS;RESTO;BARAJAS;1;
163918;DOS;ENVASES;BARAJAS;1;
163918;DOS;ORGANICA;BARAJAS;1;
163918;DOS;RESTO;BARAJAS;1;
163941;DOS;ENVASES;BARAJAS;1;
163941;DOS;ORGANICA;BARAJAS;1;
163941;DOS;RESTO;BARAJAS;1;
163928;DOS;ENVASES;BARAJAS;1;
163928;DOS;ORGANICA;BARAJAS;1;
163928;DOS;RESTO;BARAJAS;1;
163929;DOS;ENVASES;BARAJAS;1;
163929;DOS;ORGANICA;BARAJAS;1;
163929;DOS;RESTO;BARAJAS;1;
163929;DOS;RESTO;BARAJAS;1;
163931;DOS;ENVASES;BARAJAS;1;
163931;DOS;ORGANICA;BARAJAS;1;
163931;DOS;RESTO;BARAJAS;1;
163938;DOS;ENVASES;BARAJAS;1;
163938;DOS;ORGANICA;BARAJAS;1;
163938;DOS;RESTO;BARAJAS;1;
163926;DOS;ENVASES;BARAJAS;1;
163926;DOS;ORGANICA;BARAJAS;1;
163926;DOS;RESTO;BARAJAS;1;
163932;DOS;ENVASES;BARAJAS;1;
163932;DOS;ORGANICA;BARAJAS;1;
163932;DOS;RESTO;BARAJAS;1;
163922;DOS;ENVASES;BARAJAS;1;
163922;DOS;ORGANICA;BARAJAS;1;
163922;DOS;RESTO;BARAJAS;1;
163925;DOS;ENVASES;BARAJAS;1;
163925;DOS;ORGANICA;BARAJAS;1;
163925;DOS;RESTO;BARAJAS;1;
163939;DOS;ENVASES;BARAJAS;1;
163939;DOS;ORGANICA;BARAJAS;1;
163939;DOS;RESTO;BARAJAS;1;
163923;DOS;ENVASES;BARAJAS;1;
163923;DOS;ORGANICA;BARAJAS;1;
163923;DOS;RESTO;BARAJAS;1;
163924;DOS;ENVASES;BARAJAS;1;
163924;DOS;ORGANICA;BARAJAS;1;
163924;DOS;RESTO;BARAJAS;1;
163927;DOS;ENVASES;BARAJAS;1;
163927;DOS;ORGANICA;BARAJAS;1;
163927;DOS;RESTO;BARAJAS;1;
167099;DOS;ENVASES;SALAMANCA;1;
167099;DOS;ORGANICA;SALAMANCA;1;
167099;DOS;RESTO;SALAMANCA;1;
167100;DOS;ENVASES;SALAMANCA;1;
167100;DOS;ORGANICA;SALAMANCA;1;
167100;DOS;RESTO;SALAMANCA;1;
167101;DOS;ENVASES;SALAMANCA;1;
167101;DOS;ORGANICA;SALAMANCA;1;
167101;DOS;RESTO;SALAMANCA;1;
167102;DOS;ORGANICA;SALAMANCA;1;
167102;DOS;ENVASES;SALAMANCA;1;
167102;DOS;ENVASES;SALAMANCA;1;
167102;DOS;RESTO;SALAMANCA;1;
167102;DOS;RESTO;SALAMANCA;1;
167103;DOS;ENVASES;SALAMANCA;1;
167103;DOS;ORGANICA;SALAMANCA;1;
167103;DOS;RESTO;SALAMANCA;1;
167104;DOS;ENVASES;SALAMANCA;1;
167104;DOS;ORGANICA;SALAMANCA;1;
167104;DOS;RESTO;SALAMANCA;1;
167105;DOS;ORGANICA;SALAMANCA;1;
167105;DOS;ENVASES;SALAMANCA;1;
167105;DOS;ENVASES;SALAMANCA;1;
167105;DOS;RESTO;SALAMANCA;1;
167105;DOS;RESTO;SALAMANCA;1;
167106;DOS;ENVASES;SALAMANCA;1;
167106;DOS;ORGANICA;SALAMANCA;1;
167106;DOS;RESTO;SALAMANCA;1;
167107;DOS;ENVASES;SALAMANCA;1;
167107;DOS;ORGANICA;SALAMANCA;1;
167107;DOS;RESTO;SALAMANCA;1;
167108;DOS;ENVASES;SALAMANCA;1;
167108;DOS;ORGANICA;SALAMANCA;1;
167108;DOS;RESTO;SALAMANCA;1;
167109;DOS;ORGANICA;SALAMANCA;1;
167109;DOS;ENVASES;SALAMANCA;1;
167109;DOS;ENVASES;SALAMANCA;1;
167109;DOS;RESTO;SALAMANCA;1;
167109;DOS;RESTO;SALAMANCA;1;
167110;DOS;ENVASES;SALAMANCA;1;
167110;DOS;ORGANICA;SALAMANCA;1;
167110;DOS;RESTO;SALAMANCA;1;
167111;DOS;ORGANICA;SALAMANCA;1;
167111;DOS;ENVASES;SALAMANCA;1;
167111;DOS;ENVASES;SALAMANCA;1;
167111;DOS;RESTO;SALAMANCA;1;
167111;DOS;RESTO;SALAMANCA;1;
167112;DOS;ENVASES;SALAMANCA;1;
167112;DOS;RESTO;SALAMANCA;1;
167112;DOS;RESTO;SALAMANCA;1;
167113;DOS;ENVASES;SALAMANCA;1;
167113;DOS;ORGANICA;SALAMANCA;1;
167113;DOS;RESTO;SALAMANCA;1;
167114;DOS;ENVASES;SALAMANCA;1;
167114;DOS;RESTO;SALAMANCA;1;
167114;DOS;ORGANICA;SALAMANCA;1;
167114;DOS;ORGANICA;SALAMANCA;1;
167115;DOS;ENVASES;SALAMANCA;1;
167115;DOS;ENVASES;SALAMANCA;1;
167115;DOS;RESTO;SALAMANCA;1;
167115;DOS;RESTO;SALAMANCA;1;
167115;DOS;RESTO;SALAMANCA;1;
167115;DOS;RESTO;SALAMANCA;1;
167116;DOS;ORGANICA;SALAMANCA;1;
167116;DOS;ENVASES;SALAMANCA;1;
167116;DOS;ENVASES;SALAMANCA;1;
167116;DOS;RESTO;SALAMANCA;1;
167116;DOS;RESTO;SALAMANCA;1;
167117;DOS;ORGANICA;SALAMANCA;1;
167117;DOS;ENVASES;SALAMANCA;1;
167117;DOS;ENVASES;SALAMANCA;1;
167117;DOS;RESTO;SALAMANCA;1;
167117;DOS;RESTO;SALAMANCA;1;
167118;DOS;ORGANICA;SALAMANCA;1;
167118;DOS;ENVASES;SALAMANCA;1;
167118;DOS;ENVASES;SALAMANCA;1;
167118;DOS;RESTO;SALAMANCA;1;
167118;DOS;RESTO;SALAMANCA;1;
167119;DOS;ORGANICA;SALAMANCA;1;
167119;DOS;ENVASES;SALAMANCA;1;
167119;DOS;ENVASES;SALAMANCA;1;
167119;DOS;ENVASES;SALAMANCA;1;
167119;DOS;ENVASES;SALAMANCA;1;
167119;DOS;RESTO;SALAMANCA;1;
167119;DOS;RESTO;SALAMANCA;1;
167119;DOS;RESTO;SALAMANCA;1;
167119;DOS;RESTO;SALAMANCA;1;
167120;DOS;ORGANICA;SALAMANCA;1;
167120;DOS;ENVASES;SALAMANCA;1;
167120;DOS;ENVASES;SALAMANCA;1;
167120;DOS;RESTO;SALAMANCA;1;
167120;DOS;RESTO;SALAMANCA;1;
167011;DOS;ENVASES;CHAMARTIN;1;
167011;DOS;ORGANICA;CHAMARTIN;1;
167011;DOS;RESTO;CHAMARTIN;1;
167012;DOS;ENVASES;CHAMARTIN;1;
167012;DOS;ORGANICA;CHAMARTIN;1;
167012;DOS;RESTO;CHAMARTIN;1;
